Date/Heure (UTC),Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Année,Mois,Jour,Heure (UTC),Temp (°C),Temp Indicateur,Point de rosée (°C),Point de rosée Indicateur,Hum. rel (%),Hum. rel. Indicateur,Hauteur de précip. (mm),Hauteur de précip. Indicateur,Dir. du vent (10s deg),Dir. du vent Indicateur,Vit. du vent (km/h),Vit. du vent Indicateur,Visibilité (km),Visibilité Indicateur,Pression à la station (kPa),Pression à la station Indicateur,Hmdx,Hmdx Indicateur,Refroid. éolien,Refroid. éolien Indicateur,Temps
2020-04-12 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,10:00,"-0,2",,"-3,0",,82.0,,,,22.0,,8.0,,"24,1",,"101,21",,,,-3.0,,ND
2020-04-12 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,11:00,"0,7",,"-2,6",,79.0,,,,15.0,,7.0,,"24,1",,"101,23",,,,,,ND
2020-04-12 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,12:00,"3,4",,"-2,0",,68.0,,,,16.0,,10.0,,"24,1",,"101,26",,,,,,Généralement nuageux
2020-04-12 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,13:00,"4,9",,"-1,9",,61.0,,,,15.0,,16.0,,"24,1",,"101,29",,,,,,ND
2020-04-12 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,14:00,"8,2",,"-0,3",,55.0,,,,17.0,,13.0,,"48,3",,"101,27",,,,,,ND
2020-04-12 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,15:00,"9,2",,"-0,7",,50.0,,,,16.0,,13.0,,"48,3",,"101,22",,,,,,Généralement nuageux
2020-04-12 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,16:00,"12,4",,"-0,5",,41.0,,,,17.0,,17.0,,"48,3",,"101,21",,,,,,ND
2020-04-12 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,17:00,"12,0",,"-0,7",,41.0,,,,22.0,,18.0,,"24,1",,"101,20",,,,,,ND
2020-04-12 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,18:00,"13,4",,"0,4",,41.0,,,,26.0,,31.0,,"24,1",,"101,19",,,,,,Nuageux
2020-04-12 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,19:00,"13,8",,"-0,3",,38.0,,,,25.0,,24.0,,"24,1",,"101,18",,,,,,ND
2020-04-12 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,20:00,"13,8",,"-0,7",,37.0,,,,26.0,,22.0,,"24,1",,"101,17",,,,,,ND
2020-04-12 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,21:00,"13,3",,"0,4",,41.0,,,,23.0,,10.0,,"24,1",,"101,14",,,,,,Nuageux
2020-04-12 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,22:00,"12,7",,"-0,3",,40.0,,,,19.0,,10.0,,"24,1",,"101,16",,,,,,ND
2020-04-12 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,12,23:00,"12,5",,"0,0",,42.0,,,,15.0,,18.0,,"24,1",,"101,13",,,,,,ND
2020-04-13 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,00:00,"11,1",,"0,4",,47.0,,,,13.0,,16.0,,"24,1",,"101,14",,,,,,Généralement nuageux
2020-04-13 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,01:00,"10,6",,"0,5",,50.0,,,,13.0,,10.0,,"24,1",,"101,19",,,,,,ND
2020-04-13 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,02:00,"10,6",,"-0,2",,47.0,,,,14.0,,16.0,,"24,1",,"101,16",,,,,,ND
2020-04-13 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,03:00,"10,6",,"-0,4",,46.0,,,,13.0,,17.0,,"24,1",,"101,12",,,,,,Nuageux
2020-04-13 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,04:00,"10,4",,"0,0",,48.0,,,,11.0,,10.0,,"24,1",,"101,01",,,,,,ND
2020-04-13 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,05:00,"9,8",,"0,0",,50.0,,,,12.0,,15.0,,"24,1",,"100,84",,,,,,ND
2020-04-13 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,06:00,"9,9",,"-0,4",,48.0,,,,13.0,,22.0,,"24,1",,"100,76",,,,,,Nuageux
2020-04-13 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,07:00,"10,8",,"-0,3",,46.0,,,,13.0,,25.0,,"24,1",,"100,64",,,,,,ND
2020-04-13 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,08:00,"10,1",,"0,5",,51.0,,,,12.0,,17.0,,"24,1",,"100,57",,,,,,ND
2020-04-13 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,09:00,"11,3",,"2,0",,53.0,,,,13.0,,27.0,,"24,1",,"100,37",,,,,,Averses de pluie
2020-04-13 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,10:00,"9,5",,"5,7",,77.0,,,,13.0,,27.0,,"8,1",,"100,30",,,,,,"Pluie,Brouillard"
2020-04-13 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,11:00,"9,0",,"7,5",,90.0,,,,11.0,,14.0,,"6,4",,"100,11",,,,,,"Pluie,Brouillard"
2020-04-13 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,12:00,"9,1",,"7,6",,90.0,,,,11.0,,16.0,,"19,3",,"99,90",,,,,,Pluie
2020-04-13 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,13:00,"10,1",,"9,0",,93.0,,,,13.0,,28.0,,"3,2",,"99,64",,,,,,"Pluie modérée,Brouillard"
2020-04-13 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,14:00,"10,7",,"9,5",,92.0,,,,11.0,,24.0,,"9,7",,"99,37",,,,,,"Pluie,Brouillard"
2020-04-13 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,15:00,"11,7",,"10,4",,92.0,,,,14.0,,32.0,,"16,1",,"99,22",,,,,,Pluie
2020-04-13 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,16:00,"13,3",,"11,1",,86.0,,,,16.0,,29.0,,"24,1",,"99,07",,,,,,Pluie
2020-04-13 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,17:00,"13,9",,"11,5",,85.0,,,,16.0,,29.0,,"24,1",,"98,95",,,,,,Pluie
2020-04-13 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,18:00,"14,2",,"12,4",,89.0,,,,15.0,,40.0,,"11,3",,"98,81",,,,,,Pluie
2020-04-13 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,19:00,"15,1",,"13,3",,89.0,,,,15.0,,21.0,,"24,1",,"98,66",,,,,,Pluie
2020-04-13 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,20:00,"14,9",,"13,4",,91.0,,,,15.0,,32.0,,"11,3",,"98,55",,,,,,Pluie
2020-04-13 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,21:00,"15,0",,"13,9",,93.0,,,,16.0,,22.0,,"9,7",,"98,43",,,,,,Pluie
2020-04-13 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,22:00,"15,2",,"14,3",,95.0,,,,18.0,,19.0,,"2,4",,"98,44",,,,,,"Pluie modérée,Brouillard"
2020-04-13 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,13,23:00,"14,6",,"13,9",,96.0,,,,22.0,,30.0,,"16,1",,"98,60",,,,,,Pluie
2020-04-14 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,00:00,"14,9",,"13,6",,92.0,,,,23.0,,35.0,,"16,1",,"98,77",,,,,,Pluie
2020-04-14 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,01:00,"12,7",,"10,9",,89.0,,,,22.0,,45.0,,"24,1",,"99,12",,,,,,Pluie
2020-04-14 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,02:00,"9,4",,"4,2",,70.0,,,,25.0,,50.0,,"24,1",,"99,55",,,,,,ND
2020-04-14 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,03:00,"7,2",,"0,8",,64.0,,,,25.0,,62.0,,"24,1",,"99,84",,,,,,Nuageux
2020-04-14 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,04:00,"6,2",,"-0,1",,64.0,,,,25.0,,43.0,,"24,1",,"100,10",,,,,,ND
2020-04-14 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,05:00,"5,2",,"-2,0",,60.0,,,,24.0,,45.0,,"24,1",,"100,32",,,,,,ND
2020-04-14 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,06:00,"4,5",,"-3,8",,55.0,,,,24.0,,52.0,,"24,1",,"100,47",,,,,,Généralement nuageux
2020-04-14 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,07:00,"3,8",,"-4,6",,54.0,,,,25.0,,41.0,,"24,1",,"100,57",,,,,,ND
2020-04-14 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,08:00,"3,1",,"-4,0",,60.0,,,,24.0,,21.0,,"24,1",,"100,69",,,,,,ND
2020-04-14 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,09:00,"3,3",,"-4,9",,55.0,,,,24.0,,39.0,,"24,1",,"100,73",,,,,,Généralement dégagé
2020-04-14 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,10:00,"2,4",,"-5,4",,56.0,,,,24.0,,30.0,,"48,3",,"100,80",,,,,,ND
2020-04-14 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,11:00,"2,4",,"-4,7",,60.0,,,,24.0,,25.0,,"48,3",,"100,89",,,,,,ND
2020-04-14 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,12:00,"3,5",,"-4,3",,57.0,,,,25.0,,34.0,,"48,3",,"100,96",,,,,,Généralement dégagé
2020-04-14 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,13:00,"4,1",,"-4,5",,54.0,,,,26.0,,34.0,,"48,3",,"101,01",,,,,,ND
2020-04-14 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,14:00,"4,8",,"-7,0",,42.0,,,,26.0,,45.0,,"48,3",,"101,05",,,,,,ND
2020-04-14 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,15:00,"4,5",,"-6,8",,44.0,,,,27.0,,35.0,,"24,1",,"101,11",,,,,,Généralement nuageux
2020-04-14 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,16:00,"5,0",,"-6,2",,44.0,,,,25.0,,35.0,,"48,3",,"101,16",,,,,,ND
2020-04-14 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,17:00,"5,5",,"-7,4",,39.0,,,,25.0,,31.0,,"48,3",,"101,11",,,,,,ND
2020-04-14 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,18:00,"6,2",,"-7,2",,38.0,,,,25.0,,40.0,,"48,3",,"101,11",,,,,,Nuageux
2020-04-14 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,19:00,"6,9",,"-5,7",,40.0,,,,25.0,,33.0,,"48,3",,"101,10",,,,,,ND
2020-04-14 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,20:00,"7,3",,"-5,3",,41.0,,,,25.0,,31.0,,"48,3",,"101,03",,,,,,ND
2020-04-14 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,21:00,"7,1",,"-8,0",,33.0,,,,24.0,,39.0,,"48,3",,"101,00",,,,,,Généralement nuageux
2020-04-14 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,22:00,"6,4",,"-6,8",,39.0,,,,23.0,,16.0,,"48,3",,"100,92",,,,,,ND
2020-04-14 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,14,23:00,"5,8",,"-7,3",,38.0,,,,23.0,,28.0,,"48,3",,"100,92",,,,,,ND
2020-04-15 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,00:00,"5,0",,"-5,7",,46.0,,,,24.0,,19.0,,"24,1",,"100,95",,,,,,Généralement nuageux
2020-04-15 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,01:00,"4,2",,"-5,7",,48.0,,,,24.0,,17.0,,"24,1",,"101,00",,,,,,ND
2020-04-15 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,02:00,"3,9",,"-8,1",,41.0,,,,24.0,,20.0,,"24,1",,"100,98",,,,,,ND
2020-04-15 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,03:00,"3,8",,"-6,5",,47.0,,,,22.0,,17.0,,"24,1",,"100,93",,,,,,Nuageux
2020-04-15 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,04:00,"3,6",,"-7,3",,45.0,,,,21.0,,19.0,,"24,1",,"100,88",,,,,,ND
2020-04-15 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,05:00,"2,8",,"-6,6",,50.0,,,,20.0,,15.0,,"24,1",,"100,84",,,,,,ND
2020-04-15 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,06:00,"3,1",,"-5,9",,51.0,,,,23.0,,31.0,,"24,1",,"100,79",,,,,,Nuageux
2020-04-15 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,07:00,"1,3",,"-2,2",,77.0,,,,24.0,,21.0,,"24,1",,"100,78",,,,,,Averses de neige
2020-04-15 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,08:00,"1,0",,"-2,2",,79.0,,,,24.0,,19.0,,"24,1",,"100,79",,,,,,ND
2020-04-15 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,09:00,"0,9",,"-3,4",,73.0,,,,24.0,,25.0,,"24,1",,"100,78",,,,,,Généralement nuageux
2020-04-15 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,10:00,"0,3",,"-4,8",,69.0,,,,25.0,,30.0,,"48,3",,"100,79",,,,,,ND
2020-04-15 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,11:00,"0,0",,"-4,7",,71.0,,,,24.0,,28.0,,"48,3",,"100,83",,,,-6.0,,ND
2020-04-15 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,12:00,"0,6",,"-5,5",,63.0,,,,25.0,,34.0,,"48,3",,"100,86",,,,,,Généralement dégagé
2020-04-15 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,13:00,"1,6",,"-5,8",,58.0,,,,24.0,,36.0,,"48,3",,"100,84",,,,,,ND
2020-04-15 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,14:00,"1,9",,"-8,5",,46.0,,,,26.0,,36.0,,"48,3",,"100,80",,,,,,ND
2020-04-15 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,15:00,"2,3",,"-8,0",,47.0,,,,25.0,,36.0,,"48,3",,"100,79",,,,,,Généralement dégagé
2020-04-15 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,16:00,"3,6",,"-8,2",,42.0,,,,24.0,,35.0,,"48,3",,"100,74",,,,,,ND
2020-04-15 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,17:00,"3,6",,"-8,6",,41.0,,,,27.0,,37.0,,"48,3",,"100,70",,,,,,ND
2020-04-15 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,18:00,"4,1",,"-11,8",,31.0,,,,27.0,,39.0,,"48,3",,"100,66",,,,,,Généralement dégagé
2020-04-15 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,19:00,"4,9",,"-13,0",,26.0,,,,25.0,,37.0,,"48,3",,"100,62",,,,,,ND
2020-04-15 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,20:00,"5,0",,"-11,1",,30.0,,,,26.0,,32.0,,"48,3",,"100,58",,,,,,ND
2020-04-15 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,21:00,"4,9",,"-10,7",,31.0,,,,25.0,,33.0,,"48,3",,"100,58",,,,,,Généralement dégagé
2020-04-15 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,22:00,"4,1",,"-7,9",,41.0,,,,25.0,,28.0,,"48,3",,"100,61",,,,,,ND
2020-04-15 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,15,23:00,"3,2",,"-7,9",,44.0,,,,25.0,,21.0,,"48,3",,"100,61",,,,,,ND
2020-04-16 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,00:00,"1,2",,"-4,3",,67.0,,,,22.0,,27.0,,"24,1",,"100,69",,,,,,Généralement nuageux
2020-04-16 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,01:00,"0,9",,"-4,0",,70.0,,,,23.0,,20.0,,"24,1",,"100,77",,,,,,ND
2020-04-16 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,02:00,"0,0",,"-3,9",,75.0,,,,24.0,,14.0,,"24,1",,"100,79",,,,-4.0,,ND
2020-04-16 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,03:00,"-0,1",,"-3,7",,77.0,,,,25.0,,16.0,,"24,1",,"100,83",,,,-5.0,,Généralement nuageux
2020-04-16 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,04:00,"-0,6",,"-3,5",,80.0,,,,26.0,,15.0,,"24,1",,"100,86",,,,-5.0,,ND
2020-04-16 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,05:00,"-0,7",,"-3,4",,82.0,,,,27.0,,14.0,,"24,1",,"100,89",,,,-5.0,,ND
2020-04-16 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,06:00,"-1,2",,"-3,7",,83.0,,,,28.0,,13.0,,"24,1",,"100,92",,,,-5.0,,Dégagé
2020-04-16 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,07:00,"-1,4",,"-4,2",,82.0,,,,27.0,,14.0,,"24,1",,"100,95",,,,-6.0,,ND
2020-04-16 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,08:00,"-2,0",,"-4,5",,83.0,,,,28.0,,8.0,,"24,1",,"101,00",,,,-5.0,,ND
2020-04-16 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,09:00,"-2,5",,"-4,8",,84.0,,,,25.0,,9.0,,"24,1",,"101,02",,,,-6.0,,Dégagé
2020-04-16 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,10:00,"-2,8",,"-5,0",,85.0,,,,27.0,,4.0,,"48,3",,"101,06",,,,-4.0,,ND
2020-04-16 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,11:00,"-1,8",,"-4,3",,83.0,,,,22.0,,11.0,,"48,3",,"101,13",,,,-6.0,,ND
2020-04-16 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,12:00,"-0,6",,"-3,6",,80.0,,,,24.0,,12.0,,"48,3",,"101,17",,,,-5.0,,Dégagé
2020-04-16 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,13:00,"0,6",,"-4,6",,68.0,,,,20.0,,17.0,,"48,3",,"101,18",,,,,,ND
2020-04-16 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,14:00,"1,8",,"-5,2",,60.0,,,,21.0,,18.0,,"48,3",,"101,19",,,,,,ND
2020-04-16 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,15:00,"3,2",,"-6,0",,51.0,,,,21.0,,27.0,,"48,3",,"101,17",,,,,,Généralement dégagé
2020-04-16 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,16:00,"1,3",,"-4,1",,68.0,,,,22.0,,28.0,,"16,1",,"101,16",,,,,,Averses de neige
2020-04-16 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,17:00,"2,3",,"-4,1",,63.0,,,,23.0,,25.0,,"24,1",,"101,13",,,,,,ND
2020-04-16 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,18:00,"4,7",,"-4,8",,50.0,,,,24.0,,38.0,,"24,1",,"101,09",,,,,,Généralement nuageux
2020-04-16 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,19:00,"3,2",,"-3,1",,63.0,,,,30.0,,29.0,,"24,1",,"101,10",,,,,,Averses de neige
2020-04-16 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,20:00,"4,0",,"-5,4",,51.0,,,,26.0,,21.0,,"48,3",,"101,06",,,,,,ND
2020-04-16 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,21:00,"3,5",,"-6,0",,50.0,,,,26.0,,18.0,,"48,3",,"101,06",,,,,,Généralement nuageux
2020-04-16 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,22:00,"4,1",,"-10,2",,35.0,,,,27.0,,30.0,,"48,3",,"101,06",,,,,,ND
2020-04-16 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,16,23:00,"3,9",,"-11,4",,32.0,,,,28.0,,24.0,,"48,3",,"101,07",,,,,,ND
2020-04-17 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,00:00,"3,3",,"-13,3",,29.0,,,,27.0,,28.0,,"24,1",,"101,13",,,,,,Généralement dégagé
2020-04-17 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,01:00,"1,8",,"-12,5",,34.0,,,,29.0,,11.0,,"24,1",,"101,21",,,,,,ND
2020-04-17 02:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,02:00,"1,3",,"-6,9",,55.0,,,,23.0,,22.0,,"24,1",,"101,26",,,,,,ND
2020-04-17 03:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,03:00,"0,9",,"-4,3",,68.0,,,,24.0,,26.0,,"24,1",,"101,27",,,,,,Dégagé
2020-04-17 04:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,04:00,"-0,1",,"-3,8",,76.0,,,,24.0,,28.0,,"24,1",,"101,31",,,,-6.0,,ND
2020-04-17 05:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,05:00,"-0,1",,"-4,0",,75.0,,,,24.0,,25.0,,"24,1",,"101,34",,,,-6.0,,ND
2020-04-17 06:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,06:00,"-0,2",,"-5,0",,70.0,,,,25.0,,26.0,,"24,1",,"101,34",,,,-6.0,,Dégagé
2020-04-17 07:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,07:00,"-0,6",,"-6,4",,65.0,,,,25.0,,27.0,,"24,1",,"101,35",,,,-7.0,,ND
2020-04-17 08:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,08:00,"-1,0",,"-6,8",,65.0,,,,24.0,,23.0,,"24,1",,"101,36",,,,-7.0,,ND
2020-04-17 09:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,09:00,"-1,2",,"-7,2",,64.0,,,,25.0,,19.0,,"24,1",,"101,35",,,,-7.0,,Dégagé
2020-04-17 10:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,10:00,"-1,2",,"-6,8",,66.0,,,,25.0,,26.0,,"48,3",,"101,37",,,,-8.0,,ND
2020-04-17 11:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,11:00,"-0,7",,"-6,2",,66.0,,,,24.0,,20.0,,"48,3",,"101,44",,,,-6.0,,ND
2020-04-17 12:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,12:00,"0,5",,"-6,1",,61.0,,,,25.0,,23.0,,"48,3",,"101,49",,,,,,Généralement dégagé
2020-04-17 13:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,13:00,"1,4",,"-6,9",,54.0,,,,26.0,,32.0,,"24,1",,"101,48",,,,,,ND
2020-04-17 14:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,14:00,"2,5",,"-7,4",,48.0,,,,27.0,,27.0,,"24,1",,"101,47",,,,,,ND
2020-04-17 15:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,15:00,"2,4",,"-7,6",,48.0,,,,27.0,,25.0,,"24,1",,"101,46",,,,,,Généralement nuageux
2020-04-17 16:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,16:00,"1,7",,"-5,1",,61.0,,,,26.0,,32.0,,"24,1",,"101,47",,,,,,Averses de neige
2020-04-17 17:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,17:00,"4,1",,"-5,8",,49.0,,,,27.0,,26.0,,"24,1",,"101,33",,,,,,ND
2020-04-17 18:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,18:00,"4,4",,"-6,5",,45.0,,,,28.0,,30.0,,"24,1",,"101,29",,,,,,Généralement nuageux
2020-04-17 19:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,19:00,"4,2",,"-6,6",,45.0,,,,26.0,,23.0,,"24,1",,"101,25",,,,,,ND
2020-04-17 20:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,20:00,"4,7",,"-6,8",,43.0,,,,28.0,,21.0,,"24,1",,"101,17",,,,,,ND
2020-04-17 21:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,21:00,"4,7",,"-7,6",,40.0,,,,28.0,,23.0,,"48,3",,"101,12",,,,,,Généralement nuageux
2020-04-17 22:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,22:00,"5,6",,"-8,4",,36.0,,,,28.0,,19.0,,"48,3",,"101,10",,,,,,ND
2020-04-17 23:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,17,23:00,"4,7",,"-9,3",,36.0,,,,29.0,,17.0,,"48,3",,"101,07",,,,,,ND
2020-04-18 00:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,18,00:00,"3,2",,"-9,6",,39.0,,,,29.0,,8.0,,"24,1",,"101,08",,,,,,Généralement dégagé
2020-04-18 01:00:00,"-73,74","45,47",MONTREAL INTL A,7025251,2020,4,18,01:00,"3,0",,"-9,3",,40.0,,,,36.0,,1.0,,"24,1",,"101,11",,,,,,ND
